EMPLOYEE #,satisfaction_level,last_evaluation
8269,0.09,0.83
91927,0.87,0.81
8274,0.43,0.56
8277,0.39,0.51
8287,0.1,0.9
8289,0.41,0.52
8292,0.72,1
8294,0.44,0.55
8302,0.38,0.5
92383,0.46,0.52
92790,0.4,0.49
8314,0.45,0.45
8316,0.89,0.89
93378,0.1,0.97
8323,0.46,0.48
93678,0.09,0.78
8330,0.45,0.57
8335,0.89,0.98
8352,0.62,0.77
8360,0.11,0.93
95037,0.44,0.5
8369,0.09,0.94
8373,0.56,0.75
8376,0.77,0.89
8388,0.39,0.49
8398,0.1,0.92
8404,0.72,0.85
95807,0.4,0.52
8407,0.11,0.81
95919,0.88,1
8421,0.37,0.51
97081,0.11,0.96
8431,0.4,0.52
8434,0.1,0.86
8451,0.62,0.89
8454,0.78,0.86
8017,0.37,0.52
8465,0.76,0.82
97462,0.42,0.53
97593,0.1,0.77
8472,0.42,0.47
9539,0.1,0.96
8485,0.1,0.81
8491,0.42,0.47
31766,0.09,0.86
8496,0.1,0.8
2082,0.11,0.89
8513,0.44,0.53
8519,0.87,0.9
2249,0.44,0.46
8546,0.41,0.56
8552,0.51,0.79
8553,0.89,0.96
8558,0.1,0.96
8562,0.9,0.94
8565,0.36,0.55
3241,0.44,0.54
8581,0.39,0.57
3418,0.38,1
8593,0.73,0.95
4757,0.1,0.96
8601,0.89,0.83
8605,0.87,0.85
4766,0.84,0.89
8612,0.11,0.77
8613,0.74,1
8616,0.79,0.97
5180,0.1,0.92
8639,0.83,0.95
8640,0.1,0.79
8643,0.45,0.5
8651,0.29,0.48
8654,0.46,0.46
5278,0.11,0.83
8661,0.75,0.89
8662,0.4,0.5
5765,0.37,0.46
8698,0.41,0.52
8709,0.1,0.83
6183,0.39,0.52
8717,0.4,0.45
8725,0.41,0.52
8726,0.11,0.89
8729,0.74,0.99
6339,0.42,0.46
7725,0.88,0.88
8750,0.37,0.53
8769,0.78,0.81
8771,0.46,0.5
8775,0.74,1
9014,0.11,0.86
8793,0.8,0.87
8795,0.37,0.48
8801,0.87,0.92
89099,0.9,0.84
9244,0.1,0.88
8823,0.43,0.46
9676,0.11,0.91
8850,0.4,0.46
8852,0.09,0.93
8853,0.4,0.5
8854,0.14,0.7
8858,0.4,0.49
8860,0.11,0.79
8879,0.72,1
8890,0.39,0.57
8893,0.82,0.93
9800,0.41,0.52
8909,0.45,0.51
8915,0.2,0.7
8918,0.43,0.53
8921,0.39,0.55
8927,0.11,0.86
10253,0.45,0.47
8948,0.11,0.87
11182,0.84,0.86
8951,0.86,0.96
8956,0.79,0.93
8959,0.39,0.57
8962,0.15,0.62
8963,0.81,1
8972,0.39,0.53
8973,0.92,0.94
8974,0.9,0.98
8984,0.32,0.6
8987,0.46,0.46
8991,0.83,0.98
11290,0.39,0.47
9021,0.2,0.9
9023,0.11,0.85
9025,0.11,0.96
9037,0.1,0.95
9039,0.75,0.87
9046,0.44,0.57
12315,0.86,0.93
9052,0.1,0.82
9056,0.39,0.49
9062,0.45,0.48
9067,0.1,0.94
9071,0.36,0.55
9072,0.57,0.61
9079,0.09,0.87
12326,0.87,0.91
9091,0.43,0.52
9098,0.36,0.5
9101,0.91,0.99
12360,0.41,0.48
12437,0.37,0.52
92146,0.43,0.45
9118,0.43,0.57
9128,0.4,0.53
9138,0.1,0.89
9139,0.76,0.99
9141,0.82,0.93
9144,0.11,0.83
9148,0.43,0.52
9150,0.11,0.88
9164,0.41,0.48
9167,0.73,0.87
9171,0.37,0.57
9180,0.11,0.89
9181,0.46,0.52
9185,0.41,0.5
9194,0.78,0.78
9196,0.78,0.86
13433,0.72,0.86
14662,0.63,0.83
9209,0.55,1
9213,0.45,0.55
9218,0.39,0.51
9226,0.1,0.81
14669,0.4,0.5
9230,0.39,0.54
9234,0.78,0.45
9237,0.42,0.53
9238,0.39,0.54
9242,0.46,0.57
14817,0.1,0.92
9249,0.45,0.47
9257,0.1,0.83
9259,0.1,0.89
16358,0.78,0.86
16782,0.4,0.65
19438,0.45,0.51
9285,0.39,0.56
9325,0.43,0.48
20611,0.09,0.96
9336,0.79,0.86
20785,0.44,0.47
9350,0.79,0.95
9352,0.38,0.46
9353,0.36,0.56
9358,0.39,0.57
9367,0.09,0.93
5186,0.16,0.65
22434,0.09,0.77
9380,0.11,0.87
9388,0.44,0.56
9389,0.11,0.88
23942,0.11,0.97
9399,0.45,0.52
9402,0.1,0.96
9405,0.4,0.46
9412,0.38,0.55
9421,0.39,0.56
9425,0.38,0.55
9426,0.38,0.45
9437,0.17,0.75
9441,0.79,0.84
24042,0.1,0.85
9454,0.37,0.48
9458,0.42,0.49
9462,0.44,0.48
26115,0.11,0.83
9471,0.39,0.48
9473,0.1,0.83
9475,0.4,0.46
9476,0.86,0.91
9484,0.37,0.46
9493,0.4,0.51
27691,0.43,0.48
30349,0.88,0.88
9502,0.44,0.52
9506,0.87,1
9507,0.4,0.46
9519,0.45,0.52
30573,0.84,0.93
9522,0.1,0.68
9529,0.72,0.99
9534,0.4,0.5
9537,0.45,0.5
25580,0.89,0.98
31074,0.4,0.55
9544,0.38,0.53
9554,0.38,0.47
9556,0.1,0.82
9561,0.42,0.48
9564,0.74,0.86
33222,0.1,0.8
9580,0.82,0.9
33586,0.38,0.55
9588,0.41,0.56
9612,0.4,0.47
9614,0.83,0.98
9617,0.36,0.57
9625,0.75,0.98
9629,0.44,0.53
9646,0.1,0.94
9651,0.39,0.52
9675,0.09,0.84
37349,0.4,0.57
9677,0.41,0.54
9678,0.83,0.92
9682,0.42,0.47
9705,0.61,0.46
9706,0.44,0.52
9713,0.77,0.81
9716,0.81,0.95
9725,0.1,0.78
9740,0.73,0.84
37503,0.09,0.83
9753,0.9,0.99
38368,0.88,1
9756,0.09,0.87
9758,0.4,0.56
9761,0.17,0.55
9762,0.82,0.82
9767,0.9,0.83
9777,0.83,0.92
9779,0.44,0.5
9781,0.5,0.85
9783,0.14,0.61
9787,0.77,0.82
9790,0.09,0.83
9793,0.11,0.88
9794,0.44,0.57
9799,0.43,0.52
38376,0.12,0.8
39824,0.1,0.86
9805,0.1,0.96
9811,0.4,0.48
9814,0.41,0.47
9815,0.37,0.48
40781,0.4,0.48
9848,0.74,0.96
9849,0.39,0.48
27109,0.11,0.9
9853,0.36,0.51
9854,0.8,0.83
9860,0.6,0.85
9864,0.36,0.54
9871,0.1,0.96
41326,0.65,0.86
9887,0.49,0.73
9893,0.73,0.96
41734,0.11,0.8
9900,0.73,0.91
9905,0.43,0.46
9908,0.73,0.93
9909,0.76,0.85
9913,0.09,0.96
42185,,0.81
9934,0.1,0.81
9945,0.43,0.48
9948,0.41,0.55
9952,0.41,0.57
9954,0.1,0.87
43033,0.4,0.46
43293,0.4,0.53
43377,0.36,0.48
10004,0.83,0.95
10007,0.83,0.94
10008,0.41,0.51
10009,0.11,0.93
10013,0.68,0.62
10020,0.43,0.53
10023,0.44,0.51
44324,0.87,0.94
10036,0.43,0.54
10041,0.89,0.48
10044,0.83,0.88
10047,0.11,0.87
10053,0.85,1
10056,0.89,0.97
10057,0.09,0.92
10059,0.43,0.55
45163,0.42,0.46
45388,0.43,0.54
10070,0.1,0.93
10074,0.37,0.46
10075,0.76,0.98
28323,0.88,0.89
10092,0.39,0.48
46251,0.45,0.54
10095,0.91,0.95
10100,0.86,0.85
46536,0.39,0.53
48433,0.89,1
50560,0.11,0.86
10148,0.1,0.87
10160,0.38,0.57
10181,0.4,0.54
10182,0.86,0.97
50943,0.1,0.86
51313,0.1,0.85
10195,0.42,0.5
10208,0.36,0.46
10218,0.39,0.48
10219,0.43,0.47
10222,0.36,0.49
10224,0.09,0.91
52277,0.42,0.55
10241,0.42,0.46
10243,0.91,0.89
10247,0.41,0.56
10248,0.11,0.78
10251,0.09,0.83
56025,0.83,1
10258,0.11,0.78
10259,0.1,0.93
10266,0.42,0.55
10268,0.1,0.97
10271,0.38,0.51
10276,0.77,0.98
10277,0.11,0.85
10285,0.87,0.97
56430,0.1,0.88
10306,0.1,0.89
57022,0.09,0.9
10309,0.84,0.85
10312,0.11,0.86
10317,0.81,0.97
38847,0.77,0.85
60325,0.42,0.47
10337,0.36,0.56
10341,0.81,0.83
10343,0.37,0.46
10350,0.1,0.96
60626,0.14,0.55
10385,0.41,0.51
61390,0.44,0.55
10392,0.82,0.94
10395,0.67,0.54
10411,0.44,0.57
61835,0.42,0.54
61845,0.84,0.83
10440,0.86,1
10449,0.56,0.86
10452,0.09,0.93
10460,0.1,0.81
63542,0.39,0.54
10473,0.75,0.89
10476,0.43,0.55
10478,0.09,0.96
10484,0.83,0.94
10486,0.59,1
10494,0.44,0.54
64292,0.38,0.49
10502,0.76,0.98
64343,0.22,0.86
10506,0.4,0.46
65402,0.41,0.48
10527,0.38,0.51
10530,0.45,0.68
10543,0.39,0.56
10546,0.45,0.47
10549,0.42,0.53
10551,0.1,0.87
10555,0.78,0.96
65505,0.39,0.56
10562,0.1,0.87
10565,0.1,0.8
66389,0.43,0.46
10571,0.38,0.45
68971,0.09,0.77
10575,0.39,0.53
10586,0.73,0.99
10593,0.38,0.49
10595,0.1,0.91
10600,0.41,0.54
10602,0.43,0.51
10608,0.79,0.96
10622,0.1,0.81
10625,0.11,0.97
10626,0.42,0.5
10632,0.36,0.51
69126,0.63,0.93
10642,0.41,0.56
10645,0.36,0.46
10646,0.1,0.9
10655,0.11,0.96
10656,0.44,0.54
10658,0.77,0.96
10662,0.91,1
10669,0.26,0.46
10673,0.81,0.93
10675,0.11,0.87
10677,0.92,0.89
10707,0.1,0.86
10710,0.45,0.51
69968,0.11,0.94
10745,0.23,0.7
10747,0.86,0.95
10750,0.44,0.55
10754,0.41,0.56
10755,0.84,0.97
10758,0.42,0.52
2461,0.11,0.88
10778,0.38,0.46
10782,0.11,0.96
10783,0.1,0.83
10792,0.86,0.88
72132,0.91,1
10812,0.37,0.53
10818,0.46,0.5
10819,0.1,0.89
10831,0.37,0.46
72318,0.4,0.48
10843,0.09,0.78
10845,0.11,0.89
10862,0.39,0.48
10864,0.89,0.96
12124,0.09,0.91
10868,0.88,0.97
10874,0.11,0.9
10877,0.1,0.95
10881,0.91,1
75522,0.44,0.52
10909,0.63,0.76
10922,0.1,0.87
10925,0.36,0.51
10931,0.45,0.51
10935,0.73,1
10939,0.37,0.55
75550,0.09,0.85
10960,0.41,0.71
10962,0.72,1
10966,0.36,0.54
10969,0.9,1
10973,0.44,0.56
10975,0.78,0.95
10987,0.37,0.52
75625,0.4,0.47
11019,0.84,1
11022,0.09,0.86
11027,0.83,0.93
11031,0.11,0.87
11032,0.37,0.5
11047,0.09,0.93
11050,0.43,0.47
11053,0.39,0.56
11054,0.85,0.9
11055,0.38,0.52
11056,0.76,0.84
11058,0.44,0.51
75945,0.73,1
11061,0.43,0.53
11062,0.43,0.51
11068,0.09,0.96
11075,0.43,0.53
11083,0.45,0.57
11087,0.42,0.48
11090,0.41,0.46
11091,0.44,0.55
76425,0.09,0.92
11099,0.41,0.51
11102,0.43,0.51
11105,0.38,0.51
11117,0.85,0.96
77335,0.88,0.91
11126,0.44,0.46
11128,0.11,0.92
77617,0.38,0.5
11137,0.09,0.78
11151,0.11,0.79
11153,0.11,0.88
11158,0.44,0.48
11167,0.38,0.51
11173,0.1,0.87
11179,0.45,0.57
80010,0.11,0.94
11191,0.36,0.48
11192,0.72,0.95
11195,0.43,0.48
11203,0.45,0.5
11214,0.4,0.53
11223,0.1,0.81
11230,0.83,0.93
11232,0.11,0.8
11235,0.43,0.5
11239,0.38,0.5
11241,0.83,1
11242,0.11,0.82
11262,0.43,0.52
11264,0.11,0.88
11267,0.43,0.46
11268,0.1,0.89
11274,0.44,0.51
80842,0.82,0.91
11281,0.1,0.86
11283,0.1,0.95
11285,0.3,0.89
11289,0.1,0.93
80961,0.39,0.5
11293,0.14,0.47
11298,0.82,0.92
11321,0.1,0.85
11324,0.09,0.9
11356,0.54,0.83
83547,0.61,0.58
11363,0.1,0.79
84106,0.1,0.9
11397,0.36,0.49
11405,0.1,0.97
11411,0.84,1
11418,0.38,0.51
11424,0.41,0.49
11425,0.37,0.51
84794,0.43,0.56
11428,0.46,0.53
11441,0.09,0.84
11442,0.78,0.86
85998,0.45,0.53
11452,0.42,0.47
11455,0.46,0.53
11462,0.39,0.49
11477,0.36,0.51
11481,0.43,0.53
11485,0.85,0.87
11488,0.11,0.92
11493,0.11,0.9
11496,0.38,0.47
56902,0.43,0.57
11502,0.75,1
89894,0.11,0.92
11511,0.1,0.9
11512,0.1,0.81
11522,0.37,0.5
11526,0.11,0.93
11528,0.45,0.46
11534,0.44,0.48
11535,0.44,0.56
90415,0.11,0.77
11538,0.79,0.93
11543,0.8,0.9
11553,0.1,0.87
11555,0.09,0.93
92812,0.7,0.84
11561,0.72,0.84
11563,0.11,0.8
11579,0.39,0.51
11580,0.4,0.49
11584,0.43,0.54
11586,0.76,0.87
11589,0.4,0.48
94258,0.09,0.89
11591,0.37,0.54
94442,0.87,0.91
94699,0.1,0.86
11597,0.11,0.86
11601,0.43,0.5
11609,0.1,0.81
11612,0.11,0.95
94874,0.85,0.87
11623,0.37,0.49
11627,0.44,0.52
11628,0.1,0.83
11638,0.11,0.89
11639,0.87,0.88
11647,0.39,0.49
11656,0.1,0.94
11665,0.44,0.53
11673,0.4,0.49
11674,0.76,0.98
11677,0.46,0.55
11705,0.9,0.92
11718,0.85,0.87
11723,0.1,0.78
11726,0.43,0.49
95583,0.2,0.5
11748,0.81,0.92
95890,0.83,0.85
11757,0.14,0.75
11758,0.1,0.84
97328,0.91,0.98
11768,0.37,0.57
11770,0.42,0.57
11774,0.39,0.68
11775,0.39,0.54
11778,0.44,0.52
11793,0.37,0.45
11794,0.39,0.53
11802,0.72,0.94
11816,0.37,0.49
11826,0.82,0.94
11829,0.42,0.52
11831,0.59,1
11844,0.82,0.86
11848,0.73,0.97
11856,0.78,0.66
11861,0.09,0.95
11863,0.1,0.97
11866,0.45,0.46
3111,0.83,0.81
11872,0.43,0.51
11881,0.4,0.47
11884,0.43,0.46
11895,0.78,
11898,0.39,0.45
11902,0.11,0.97
11904,0.36,0.52
11912,0.36,0.54
11923,0.1,0.79
61097,0.4,0.47
11935,0.81,0.85
11954,0.4,0.47
11965,0.09,0.93
11968,0.76,0.89
11974,0.73,0.93
11983,0.38,0.49
11987,0.72,0.84
11988,0.4,0.56
11990,0.91,0.99
11991,0.85,0.85
11993,0.9,0.7
12001,0.46,0.55
12004,0.43,0.57
12006,0.89,0.88
4276,0.09,0.81
12009,0.4,0.48
12010,0.76,0.83
12011,0.4,0.57
12020,0.37,0.48
12034,0.37,0.53
12060,0.11,0.96
12062,0.37,0.52
12064,0.09,0.89
12067,0.88,0.86
7425,0.84,0.94
12078,0.1,0.98
12085,0.41,0.47
12090,0.84,0.91
12093,0.41,0.55
12095,0.53,0.76
12097,0.42,0.47
12098,0.36,0.5
12102,0.38,0.52
12105,0.36,0.48
12116,0.46,0.54
17945,0.37,0.47
12125,0.42,0.49
12139,0.44,0.56
12144,0.92,0.82
12145,0.1,0.79
12146,0.76,1
12156,0.11,0.79
12164,0.43,0.48
12166,0.4,0.49
12167,0.11,0.84
12170,0.84,0.82
12193,0.84,0.84
8308,0.51,0.6
12205,0.66,0.91
12206,0.42,0.56
36488,0.38,0.49
12210,0.15,0.63
12216,0.38,0.53
12218,0.43,0.54
9851,0.37,0.57
12225,0.11,0.92
10885,0.41,0.53
11934,0.84,0.96
62047,0.4,0.51
12261,0.58,0.74
12264,0.82,0.67
12807,0.45,0.69
12923,0.78,0.82
12270,0.49,0.6
12274,0.36,0.95
12275,0.54,0.37
13751,0.99,0.91
12293,0.5,0.75
12299,0.74,0.64
12300,0.56,0.58
12307,0.34,0.39
14461,0.48,0.94
15364,0.73,0.62
12325,0.59,0.87
16314,0.81,0.57
18753,0.9,0.66
19295,0.41,0.84
12337,0.89,0.92
12343,0.48,0.84
12344,0.79,0.97
12348,0.98,0.66
12351,0.75,0.7
12352,1,0.41
20449,0.24,0.82
12367,0.84,0.43
21896,0.56,0.86
12383,0.92,0.93
12388,0.61,0.98
24353,0.84,0.77
26215,0.85,0.59
27127,0.67,0.57
12412,0.54,0.94
12416,0.75,0.56
12417,0.82,0.79
12432,0.76,0.6
29718,0.19,0.53
12446,0.61,0.41
12458,0.51,0.8
12461,0.52,0.88
12471,0.74,0.58
12484,0.98,0.91
12502,0.71,0.92
30223,0.33,0.88
12507,0.98,0.97
12514,0.52,0.59
12517,0.84,0.65
12518,0.87,0.5
12523,0.48,0.85
12528,0.58,0.55
12534,0.58,0.84
12536,0.73,0.69
12558,0.68,0.54
31058,0.41,0.68
12564,0.85,0.6
12574,0.54,0.7
12577,0.81,0.61
31119,0.7,0.52
12588,0.63,0.66
12590,0.68,0.54
12603,0.7,0.53
12610,0.82,0.65
12618,0.72,0.94
72636,0.77,0.78
12626,0.86,0.91
12627,0.15,0.97
12641,0.81,0.99
76111,0.93,0.98
12645,0.62,0.74
12652,0.53,0.81
31621,0.86,0.99
12654,0.92,0.65
12672,0.97,0.83
12686,0.39,0.78
12689,0.45,0.66
12691,0.41,0.47
12718,0.51,0.69
12720,0.74,0.62
12722,0.69,0.57
12732,0.84,0.64
12746,0.69,0.66
12747,0.93,0.53
12752,0.33,0.45
32497,0.25,0.65
33592,0.63,0.59
33746,0.81,0.62
12786,0.12,0.87
12796,0.52,0.66
36291,0.57,0.51
12804,0.84,0.58
12805,0.6,0.95
36690,0.73,0.44
12809,0.2,0.58
12816,0.58,0.9
12818,0.48,0.56
12821,0.54,0.67
37082,0.86,1
12827,0.94,0.83
12829,0.76,0.74
12834,0.61,0.95
39166,0.56,0.94
12858,1,0.74
12866,0.15,0.53
12871,0.19,0.58
12872,0.17,0.73
12876,0.71,0.57
12881,0.86,0.79
39605,0.59,0.88
12891,0.74,0.76
12896,0.98,0.92
12897,0.93,0.75
12910,1,0.92
12916,0.59,0.81
12918,0.98,0.55
4093,0.35,0.5
12925,0.42,0.96
12936,0.61,0.85
41018,0.78,0.72
12965,0.93,0.52
12966,0.5,0.95
12968,0.67,0.51
12971,0.75,0.85
12972,0.79,0.51
12975,0.84,0.89
41641,0.72,0.5
12981,0.57,0.48
12982,0.73,0.52
12990,0.74,0.58
42267,0.52,0.83
13011,0.56,0.76
13014,0.76,0.68
13031,0.82,0.93
45037,0.76,0.83
13044,0.62,0.59
13055,0.48,0.8
13056,0.64,0.77
13058,0.74,0.82
13071,0.52,0.43
13089,0.67,0.5
13096,0.71,0.76
13100,0.72,0.63
13103,0.33,0.58
45162,0.91,0.56
46551,0.88,0.68
13110,0.96,0.6
13113,0.97,0.68
13117,0.27,0.59
13122,0.65,0.64
13123,0.68,0.73
13125,0.68,0.46
1304,0.69,0.74
13133,0.79,0.99
13136,0.74,0.92
13150,0.8,0.83
13151,0.38,0.94
13152,0.26,0.83
13159,0.81,0.86
13180,0.67,0.54
47395,0.55,0.81
13195,0.87,0.71
13200,0.46,0.69
13204,0.63,0.57
13227,0.54,0.96
13229,1,0.49
13238,0.97,0.66
13243,0.9,0.92
10093,0.75,0.7
13247,0.92,0.84
13249,0.8,0.94
13256,0.57,0.81
13262,0.81,0.94
13274,0.64,0.6
13279,0.71,0.54
13281,0.35,0.58
13286,0.88,0.81
13308,0.13,0.59
13310,0.82,0.73
13314,0.17,0.92
66246,0.21,0.82
13326,0.89,0.47
13327,0.2,0.72
13331,0.99,0.81
13340,0.26,0.85
13342,0.22,0.53
13353,0.79,0.84
13366,0.73,0.79
13374,0.83,0.54
13383,0.42,0.54
13385,0.18,0.8
13387,0.92,0.91
13394,0.87,0.52
13399,0.72,0.65
13402,0.64,0.58
47648,1,0.66
13417,0.83,0.65
13421,0.98,0.58
48162,0.7,0.87
13423,0.9,0.79
13430,0.55,0.99
13432,0.78,0.84
48631,0.89,0.53
13438,0.17,0.59
13443,0.14,0.64
13446,0.85,0.57
13452,0.84,0.79
13458,0.7,0.69
13462,0.16,0.98
13464,0.51,0.69
13468,0.6,0.89
13478,0.5,0.63
49368,0.43,0.39
13507,0.5,0.7
13516,0.91,0.89
13517,0.65,0.93
13519,0.59,0.52
13524,0.89,0.56
13530,0.97,0.6
13537,0.56,0.97
13543,0.76,0.93
13548,0.28,0.55
13554,0.75,0.51
49461,0.78,0.81
13567,0.26,0.63
13570,0.53,0.72
13578,0.25,0.41
13580,0.82,0.51
13596,0.71,0.57
13606,0.61,0.95
13607,0.89,0.68
49764,0.57,0.78
13616,0.93,0.8
13621,0.61,0.84
13624,0.56,0.62
13626,0.7,0.89
50037,0.9,0.64
13628,0.15,0.74
13630,0.39,0.36
13631,0.74,0.72
13633,0.7,0.61
50581,0.72,0.93
13645,0.61,0.97
50991,0.96,1
13658,0.7,0.59
13661,0.92,0.49
13662,0.72,0.56
51867,0.53,0.75
13680,0.67,0.85
51898,0.78,0.8
53237,0.53,0.75
53286,0.9,0.48
13692,0.16,0.9
13695,0.62,0.38
13698,0.62,0.98
13704,0.22,0.52
13711,0.91,0.82
13721,0.87,0.74
13725,0.95,0.69
13740,0.99,0.75
13741,0.99,0.57
54448,0.77,0.99
13750,0.75,0.68
55658,0.83,0.54
13756,0.61,0.39
13757,0.91,0.97
13760,0.47,0.64
13762,0.77,0.61
13763,0.55,0.51
13788,0.32,0.48
13792,0.96,0.67
13798,0.72,0.79
13800,0.8,0.9
55855,0.61,0.55
13802,0.97,0.88
13805,0.63,0.93
13813,0.92,0.92
13816,0.94,0.74
13820,0.79,0.72
13831,0.75,0.73
13840,0.78,0.99
13847,0.96,0.45
13849,0.65,0.68
58646,0.18,0.94
13853,0.94,0.51
13854,0.84,0.79
13858,0.67,0.54
13865,0.71,0.5
13868,0.56,0.64
13877,0.29,0.56
13878,0.47,0.9
13879,0.4,0.69
13880,0.81,0.82
13884,0.96,0.99
13889,0.99,0.75
13890,0.75,0.77
13892,0.75,0.74
13895,1,0.86
13896,0.52,0.53
13897,0.98,0.74
13900,0.6,0.64
13908,0.38,0.44
13910,0.51,0.41
13911,0.91,0.61
13912,0.56,0.62
13915,0.58,0.69
13935,0.51,0.53
13938,0.91,0.55
13945,0.8,0.98
13946,0.55,0.83
58900,0.62,0.53
13957,0.62,0.6
13963,0.87,0.58
13973,0.65,0.5
13980,0.51,0.64
13982,0.98,0.77
13983,0.13,0.43
13992,0.78,0.76
13998,0.6,0.98
14002,0.68,0.69
14009,0.55,0.84
58947,0.99,0.79
14025,0.92,0.68
21994,1,0.65
14051,0.77,0.93
33521,0.86,0.7
14070,0.89,0.84
14079,0.58,0.55
14082,0.56,0.66
14093,0.38,0.64
14100,0.62,0.64
14106,0.66,0.77
14109,0.3,0.44
14112,0.82,0.83
14114,0.96,0.68
14115,0.66,0.95
60254,0.79,0.5
14132,0.97,0.77
14138,0.59,0.65
14141,0.57,0.48
14144,0.64,0.53
14145,0.14,0.51
14150,0.48,0.55
14160,0.78,1
14166,0.96,0.62
14170,,0.97
14184,0.94,0.9
14190,0.95,0.66
14206,0.59,0.43
14215,0.69,0.89
14219,0.74,0.72
14226,0.67,0.67
14227,0.83,0.52
14231,0.81,0.85
14238,0.54,0.73
14244,0.89,0.83
14249,0.79,0.74
14250,0.46,0.58
61352,0.99,0.93
14266,0.75,0.9
14273,0.93,0.82
14279,0.65,0.6
14280,0.19,0.63
14283,0.48,0.61
14284,0.95,0.64
61622,0.92,0.77
61650,0.84,0.54
14302,0.37,0.63
14303,0.22,0.74
14313,0.64,0.54
14314,0.72,0.88
14323,0.48,0.69
64237,0.12,0.55
14340,0.78,0.98
14342,0.71,0.74
14358,0.38,0.69
14363,0.57,0.85
14374,0.72,0.51
14376,0.6,0.57
14384,0.61,0.55
14392,0.67,0.64
14396,0.97,0.97
14399,0.22,0.6
14402,0.15,0.53
64512,0.6,0.6
14405,0.15,0.8
14408,0.5,0.81
14412,0.9,0.67
14416,0.84,0.51
64675,0.74,0.78
64781,0.72,0.51
14429,0.93,0.63
14434,0.54,0.69
14447,0.87,0.65
14451,0.19,0.98
14453,0.33,0.4
14457,0.94,0.93
14460,0.77,0.49
65962,0.48,0.82
14462,0.7,0.74
14470,0.54,0.93
14481,0.61,0.98
14492,0.97,0.4
14498,0.6,0.85
14500,0.93,0.84
14513,0.48,0.69
14516,0.16,0.76
14525,0.18,0.75
14534,0.84,0.75
65994,0.69,0.63
65999,0.22,0.88
14564,0.83,0.52
14583,0.58,0.5
14605,0.61,0.62
14607,0.67,0.5
14608,0.56,0.76
14610,0.74,0.74
14611,0.92,0.97
14614,0.81,0.68
14631,0.48,0.49
14633,0.73,0.72
14634,0.97,0.66
14638,0.15,0.51
14643,0.69,0.76
14649,0.61,0.68
14650,0.86,0.58
66321,0.55,0.88
14658,0.9,0.74
67475,0.65,0.4
14663,0.81,0.92
68549,0.65,0.86
14673,0.47,0.86
14684,0.93,0.53
14686,0.77,0.9
68616,0.87,0.82
14694,0.87,0.84
68833,0.65,0.75
14710,0.21,0.7
14719,0.75,0.59
14730,0.72,0.86
14734,0.88,0.63
68914,0.66,0.58
14743,0.8,0.75
70074,0.22,0.55
14760,0.92,0.69
14765,0.54,0.77
14771,0.91,0.56
14783,0.77,0.83
14786,0.61,0.51
14788,0.48,0.9
14803,0.25,0.69
14804,0.91,0.7
14816,0.72,0.58
71026,0.77,0.71
14834,0.41,0.4
14836,0.51,0.49
14837,0.72,0.79
14839,0.47,0.57
14845,0.53,0.67
14851,0.65,0.52
14857,0.18,0.75
14862,0.61,0.48
14873,0.86,0.72
14875,0.14,0.77
14882,0.63,0.8
14902,0.79,0.57
14904,0.78,0.97
14906,0.14,0.52
14911,0.85,0.54
14915,0.85,0.75
14918,0.91,0.76
14924,0.76,0.74
14925,0.62,0.72
14928,0.53,0.69
14929,0.97,0.63
73030,0.48,0.53
75241,0.5,0.55
14935,0.32,0.42
75401,0.58,0.77
14938,0.81,0.83
14942,0.48,0.84
14948,0.96,0.88
14949,0.56,0.9
14954,0.63,0.96
14963,0.21,0.5
14971,0.94,0.78
14984,0.94,0.89
14987,0.96,0.54
14992,0.49,0.5
14993,0.82,0.68
15001,0.6,0.5
76950,0.76,0.5
78514,0.69,0.64
79197,1,0.94
15025,0.62,0.66
15027,0.4,0.99
15032,0.94,0.91
15055,0.76,0.84
15059,0.58,0.69
15062,0.85,0.78
15063,0.45,0.52
15067,0.13,0.67
15069,0.24,0.5
15076,0.64,0.69
15077,0.63,0.61
15084,0.61,0.99
15088,0.71,0.99
15093,0.9,0.89
15096,0.17,0.76
15099,0.93,0.97
79738,0.83,0.89
15101,0.58,0.75
15108,0.76,0.5
15117,0.5,0.78
15121,0.22,0.81
15124,0.9,0.88
15126,0.7,0.63
15130,0.73,0.85
15131,0.84,0.87
15139,0.55,0.63
15140,0.63,0.98
15141,0.51,0.92
80860,0.81,0.76
81164,0.8,0.96
15153,0.99,0.97
15154,0.9,0.87
15160,0.65,0.67
15163,0.75,0.75
15166,0.62,0.49
81450,0.61,0.63
15193,0.24,0.6
81470,0.71,0.63
15199,0.49,0.8
15204,0.44,0.66
15207,0.75,0.87
83373,0.74,0.84
15212,0.62,0.87
15218,0.51,0.58
15222,0.61,0.59
84129,0.56,0.49
84150,0.79,0.76
15225,0.68,0.75
15230,0.9,0.84
15245,0.83,0.93
15252,0.94,0.82
15264,0.21,0.65
15266,0.58,0.87
15269,0.52,0.38
15272,0.18,0.67
15280,0.94,0.91
15281,0.69,0.5
15285,0.65,0.83
15286,0.46,0.62
15287,0.72,0.62
15288,0.3,0.37
15289,0.51,0.51
56386,0.43,0.75
15307,0.56,0.94
85160,0.63,0.91
77163,0.61,0.55
15326,0.53,0.73
15341,0.87,0.75
15342,0.68,0.7
15344,0.78,0.84
15351,0.49,0.95
15355,0.96,0.81
76123,0.83,0.74
